109630	1.00000000 0.34821600 0.00000300 0.15808200 0.32218900 0.17150900
109631	1.00000000 0.30623000 0.00000300 0.01093200 0.50174700 0.18108700
109632	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109633	1.00000000 0.37582900 0.00002500 0.03304100 0.34963700 0.24146800
109634	1.00000000 0.16872000 0.00000700 0.25753100 0.17120600 0.40253600
109635	1.00000000 0.31065700 0.00015100 0.00915200 0.45435500 0.22568500
109636	1.00000000 0.27712100 0.00013100 0.03815300 0.33583500 0.34876000
109637	1.00000000 0.36016200 0.00000300 0.09480600 0.32510000 0.21992800
109638	1.00000000 0.29548400 0.00000100 0.01098300 0.54930100 0.14423100
109640	1.00000000 0.33409900 0.00000300 0.17579200 0.31273500 0.17737100
109641	1.00000000 0.00241900 0.00000000 0.99340300 0.00055700 0.00362100
109644	1.00000000 0.20874800 0.00002200 0.39578900 0.12174700 0.27369500
109646	1.00000000 0.15607600 0.00000300 0.32927300 0.16492400 0.34972400
109647	1.00000000 0.00326500 0.00000000 0.99005900 0.00060400 0.00607200
109648	1.00000000 0.33241600 0.00028300 0.05132400 0.31222700 0.30375100
109650	1.00000000 0.28397200 0.00000400 0.01843400 0.51254100 0.18504900
109651	1.00000000 0.30972500 0.00000700 0.03395300 0.43213400 0.22418000
109652	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109653	1.00000000 0.14085200 0.00330900 0.68983600 0.03284500 0.13315900
109654	1.00000000 0.28679900 0.00001100 0.14039400 0.28112900 0.29166700
109655	1.00000000 0.31690700 0.00005200 0.13114500 0.21084200 0.34105400
109656	1.00000000 0.30571300 0.00000800 0.19354600 0.22168200 0.27905200
109657	1.00000000 0.40958100 0.00000100 0.06484500 0.36825900 0.15731400
109658	1.00000000 0.01140900 0.00000100 0.96582700 0.00267600 0.02008600
109659	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109660	1.00000000 0.33947800 0.00007600 0.06452600 0.32977200 0.26614700
109661	1.00000000 0.28164900 0.00017300 0.19599400 0.15100300 0.37118200
109662	1.00000000 0.42736100 0.00002300 0.00953600 0.29988400 0.26319600
109663	1.00000000 0.36107100 0.00000400 0.02708700 0.41717800 0.19466000
109664	1.00000000 0.28361800 0.00000100 0.16916100 0.33556400 0.21165700
109665	1.00000000 0.03961600 0.00000700 0.83383800 0.01802800 0.10851000
109666	1.00000000 0.37744900 0.00013700 0.06496500 0.26163300 0.29581600
109667	1.00000000 0.36131600 0.00023800 0.02416200 0.34980600 0.26447800
109668	1.00000000 0.00003100 0.99952600 0.00002400 0.00001100 0.00040700
109669	1.00000000 0.33146100 0.00008500 0.04229400 0.35129600 0.27486400
109670	1.00000000 0.27712100 0.00013100 0.03815300 0.33583500 0.34876000
109671	1.00000000 0.42135300 0.00007600 0.02704200 0.38085700 0.17067200
109673	1.00000000 0.34881300 0.00000000 0.08991300 0.37930700 0.18196600
109674	1.00000000 0.27431000 0.00003600 0.03904600 0.41786700 0.26874100
109675	1.00000000 0.33241600 0.00028300 0.05132400 0.31222700 0.30375100
109676	1.00000000 0.29548400 0.00000100 0.01098300 0.54930100 0.14423100
109677	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109678	1.00000000 0.28757900 0.00002500 0.15894100 0.19537500 0.35808000
109679	1.00000000 0.27157100 0.00001500 0.14877700 0.23635100 0.34328600
109680	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109681	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109682	1.00000000 0.00326500 0.00000000 0.99005900 0.00060400 0.00607200
109683	1.00000000 0.31280700 0.00000500 0.18809000 0.23038300 0.26871600
109684	1.00000000 0.42166900 0.00001100 0.01090200 0.30958500 0.25783300
109686	1.00000000 0.34488600 0.00000100 0.13964700 0.30218200 0.21328400
109687	1.00000000 0.28101300 0.00002500 0.09928600 0.27090000 0.34877700
109688	1.00000000 0.21460500 0.00003700 0.41049300 0.09770400 0.27716200
109689	1.00000000 0.33011500 0.00015100 0.01600200 0.41013400 0.24359700
109690	1.00000000 0.21460500 0.00003700 0.41049300 0.09770400 0.27716200
109691	1.00000000 0.01140900 0.00000100 0.96582700 0.00267600 0.02008600
109692	1.00000000 0.28915200 0.00000500 0.01663900 0.51697000 0.17723300
109693	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109694	1.00000000 0.36634900 0.00002200 0.02266000 0.38689900 0.22407000
109695	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109696	1.00000000 0.33146100 0.00008500 0.04229400 0.35129600 0.27486400
109697	1.00000000 0.31587400 0.00021000 0.02105300 0.38521100 0.27765100
109698	1.00000000 0.27431000 0.00003600 0.03904600 0.41786700 0.26874100
109699	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109700	1.00000000 0.30972500 0.00000700 0.03395300 0.43213400 0.22418000
109701	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109702	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109703	1.00000000 0.44302800 0.00005900 0.02042300 0.17139400 0.36509700
109704	1.00000000 0.33360000 0.00000300 0.02169500 0.45654200 0.18815800
109705	1.00000000 0.35201800 0.00000100 0.01209900 0.49400600 0.14187500
109706	1.00000000 0.03580200 0.00000000 0.91620200 0.01294300 0.03505300
109707	1.00000000 0.30370200 0.00002300 0.01517000 0.47272300 0.20838200
109708	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109709	1.00000000 0.30586300 0.00002900 0.03102200 0.42053800 0.24254800
109710	1.00000000 0.21140600 0.00003600 0.00277300 0.56988600 0.21590000
109711	1.00000000 0.28266200 0.00000900 0.03419900 0.41760500 0.26552600
109714	1.00000000 0.26435500 0.00001200 0.03739300 0.42064900 0.27759100
109716	1.00000000 0.36187200 0.00003500 0.02186300 0.39233100 0.22389900
109717	1.00000000 0.33924600 0.00001500 0.08192400 0.29392300 0.28489200
109718	1.00000000 0.32226100 0.00000100 0.08571500 0.42712300 0.16490000
109719	1.00000000 0.30718300 0.00001900 0.00967400 0.50558700 0.17753700
109720	1.00000000 0.14085200 0.00330900 0.68983600 0.03284500 0.13315900
109721	1.00000000 0.18669800 0.00000200 0.39553800 0.14584700 0.27191500
109722	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109723	1.00000000 0.33311600 0.00037400 0.01235600 0.37491200 0.27924200
109724	1.00000000 0.27431000 0.00003600 0.03904600 0.41786700 0.26874100
109725	1.00000000 0.44302800 0.00005900 0.02042300 0.17139400 0.36509700
109726	1.00000000 0.33249500 0.00002900 0.04898800 0.35387400 0.26461400
109727	1.00000000 0.27431000 0.00003600 0.03904600 0.41786700 0.26874100
109728	1.00000000 0.36226200 0.00000400 0.17420100 0.26746400 0.19606900
109729	1.00000000 0.25297600 0.00003300 0.21557200 0.20225500 0.32916400
109730	1.00000000 0.24812100 0.00005000 0.39991300 0.13360800 0.21830800
109731	1.00000000 0.32189800 0.00001100 0.05511700 0.35321500 0.26975900
109732	1.00000000 0.33743800 0.00001800 0.04961500 0.35408000 0.25884900
109734	1.00000000 0.00003100 0.99952600 0.00002400 0.00001100 0.00040700
109735	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109736	1.00000000 0.28757900 0.00002500 0.15894100 0.19537500 0.35808000
109737	1.00000000 0.37470000 0.00004200 0.05742400 0.35313100 0.21470300
109740	1.00000000 0.30320400 0.00006500 0.04368500 0.36192200 0.29112400
109741	1.00000000 0.33415100 0.00000500 0.01433000 0.48363100 0.16788300
109742	1.00000000 0.42832100 0.00000600 0.05276100 0.35066000 0.16825200
109743	1.00000000 0.27844900 0.00000200 0.01210000 0.55751600 0.15193300
109744	1.00000000 0.36063500 0.00007100 0.06558500 0.26730900 0.30640000
109745	1.00000000 0.32343200 0.00009400 0.00576700 0.46882700 0.20188100
109746	1.00000000 0.08124400 0.00000500 0.65890600 0.05482500 0.20501900
109747	1.00000000 0.23951200 0.00000000 0.00365000 0.61274100 0.14409700
109748	1.00000000 0.34488600 0.00000100 0.13964700 0.30218200 0.21328400
109749	1.00000000 0.03708100 0.00000600 0.82014900 0.01660500 0.12616000
109752	1.00000000 0.21175100 0.00776600 0.18802600 0.13580100 0.45665600
109753	1.00000000 0.27385700 0.00000100 0.07602200 0.37971500 0.27040500
109754	1.00000000 0.36226200 0.00000400 0.17420100 0.26746400 0.19606900
109755	1.00000000 0.25391600 0.00000400 0.25448100 0.22867400 0.26292400
109756	1.00000000 0.28266200 0.00000900 0.03419900 0.41760500 0.26552600
109757	1.00000000 0.29234800 0.02180000 0.01012000 0.16348600 0.51224700
109758	1.00000000 0.29090400 0.00000100 0.01219700 0.54593500 0.15096200
109759	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109760	1.00000000 0.09013300 0.00000900 0.73768300 0.04213600 0.13003800
109761	1.00000000 0.29732200 0.00002500 0.03495100 0.41356600 0.25413700
109762	1.00000000 0.36063500 0.00007100 0.06558500 0.26730900 0.30640000
109763	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109764	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109765	1.00000000 0.35367000 0.00001600 0.03082700 0.40946500 0.20602100
109766	1.00000000 0.00201400 0.98144400 0.00072500 0.00106600 0.01475200
109767	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109769	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109770	1.00000000 0.35180500 0.00074400 0.05514900 0.25850800 0.33379500
109771	1.00000000 0.34548800 0.00013600 0.02926000 0.34024600 0.28486900
109772	1.00000000 0.21228400 0.03398800 0.00421300 0.34955100 0.39996400
109773	1.00000000 0.32104700 0.00005100 0.01916700 0.42522300 0.23451300
109774	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109775	1.00000000 0.36107100 0.00000400 0.02708700 0.41717800 0.19466000
109776	1.00000000 0.30586300 0.00002900 0.03102200 0.42053800 0.24254800
109777	1.00000000 0.36998900 0.00000900 0.07732500 0.20043800 0.35224000
109778	1.00000000 0.36107100 0.00000400 0.02708700 0.41717800 0.19466000
109779	1.00000000 0.30119800 0.00003000 0.01920600 0.44077300 0.23879300
109780	1.00000000 0.21460500 0.00003700 0.41049300 0.09770400 0.27716200
109781	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109782	1.00000000 0.00326500 0.00000000 0.99005900 0.00060400 0.00607200
109783	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109784	1.00000000 0.36252000 0.00000400 0.06275400 0.31532800 0.25939400
109785	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109417	1.00000000 0.37470000 0.00004200 0.05742400 0.35313100 0.21470300
109453	1.00000000 0.42166900 0.00001100 0.01090200 0.30958500 0.25783300
109473	1.00000000 0.29544200 0.00001400 0.13519100 0.29230400 0.27705000
109476	1.00000000 0.42166900 0.00001100 0.01090200 0.30958500 0.25783300
109484	1.00000000 0.43851300 0.00000300 0.03071400 0.38449400 0.14627700
109492	1.00000000 0.33183000 0.00002200 0.01990400 0.44039000 0.20785500
109494	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109495	1.00000000 0.31327700 0.00012500 0.01841300 0.41055500 0.25763000
109498	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109501	1.00000000 0.24908600 0.00100900 0.51468200 0.06773200 0.16749100
109502	1.00000000 0.27712100 0.00013100 0.03815300 0.33583500 0.34876000
109503	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109505	1.00000000 0.37582900 0.00002500 0.03304100 0.34963700 0.24146800
109506	1.00000000 0.26435500 0.00001200 0.03739300 0.42064900 0.27759100
109508	1.00000000 0.26435500 0.00001200 0.03739300 0.42064900 0.27759100
109509	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109510	1.00000000 0.28790900 0.00002500 0.00898300 0.51133300 0.19175100
109511	1.00000000 0.38114900 0.00012900 0.06003800 0.26912900 0.28955400
109512	1.00000000 0.29732200 0.00002500 0.03495100 0.41356600 0.25413700
109513	1.00000000 0.21140600 0.00003600 0.00277300 0.56988600 0.21590000
109514	1.00000000 0.29775000 0.00001300 0.01160300 0.51218200 0.17845200
109515	1.00000000 0.28164900 0.00017300 0.19599400 0.15100300 0.37118200
109517	1.00000000 0.28329200 0.00000100 0.02205400 0.50289500 0.19175800
109518	1.00000000 0.34488600 0.00000100 0.13964700 0.30218200 0.21328400
109519	1.00000000 0.39684600 0.00000800 0.03728200 0.34632200 0.21954100
109520	1.00000000 0.01632800 0.95341900 0.00053800 0.00826300 0.02145200
109521	1.00000000 0.35939200 0.00000500 0.01971800 0.42757800 0.19330700
109522	1.00000000 0.21460500 0.00003700 0.41049300 0.09770400 0.27716200
109523	1.00000000 0.31689400 0.00002300 0.21089000 0.19801300 0.27418000
109524	1.00000000 0.27486800 0.00003200 0.04663900 0.36220900 0.31625200
109525	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109526	1.00000000 0.43243300 0.00000200 0.06905500 0.35177400 0.14673600
109527	1.00000000 0.37582900 0.00002500 0.03304100 0.34963700 0.24146800
109529	1.00000000 0.27431000 0.00003600 0.03904600 0.41786700 0.26874100
109530	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109531	1.00000000 0.37582900 0.00002500 0.03304100 0.34963700 0.24146800
109532	1.00000000 0.34604300 0.00000300 0.14150800 0.26090600 0.25154100
109533	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109534	1.00000000 0.33582400 0.00002400 0.09196400 0.27075300 0.30143500
109535	1.00000000 0.02301800 0.00000000 0.94011300 0.00754000 0.02932800
109536	1.00000000 0.34805800 0.00003100 0.01679200 0.41166900 0.22345000
109538	1.00000000 0.42349500 0.00000500 0.07167000 0.33042400 0.17440700
109539	1.00000000 0.38540500 0.00003000 0.03006900 0.35228100 0.23221400
109540	1.00000000 0.31416800 0.00000600 0.01797400 0.48741200 0.18043900
109541	1.00000000 0.33392200 0.00004100 0.18771800 0.23424100 0.24407700
109542	1.00000000 0.36690200 0.00002500 0.03054900 0.35242500 0.25009900
109543	1.00000000 0.37582900 0.00002500 0.03304100 0.34963700 0.24146800
109544	1.00000000 0.24587000 0.00000000 0.01973700 0.57015100 0.16424200
109545	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109546	1.00000000 0.34253800 0.00000000 0.01240500 0.51270300 0.13235400
109547	1.00000000 0.26435500 0.00001200 0.03739300 0.42064900 0.27759100
109548	1.00000000 0.27712100 0.00013100 0.03815300 0.33583500 0.34876000
109550	1.00000000 0.26435500 0.00001200 0.03739300 0.42064900 0.27759100
109551	1.00000000 0.11643400 0.00000000 0.61134400 0.07741800 0.19480300
109552	1.00000000 0.28164900 0.00017300 0.19599400 0.15100300 0.37118200
109553	1.00000000 0.35841400 0.00008200 0.05605200 0.30979500 0.27565700
109554	1.00000000 0.22458800 0.00002600 0.40521900 0.13311100 0.23705600
109555	1.00000000 0.42070000 0.00004100 0.02506500 0.19219800 0.36199600
109556	1.00000000 0.33011500 0.00015100 0.01600200 0.41013400 0.24359700
109557	1.00000000 0.00394900 0.00000000 0.98897600 0.00066700 0.00640800
109558	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109559	1.00000000 0.29040000 0.01631900 0.02280400 0.27147800 0.39899900
109560	1.00000000 0.26815600 0.00000000 0.00701500 0.53698200 0.18784700
109561	1.00000000 0.03708100 0.00000600 0.82014900 0.01660500 0.12616000
109562	1.00000000 0.33052200 0.00020600 0.05243600 0.30924400 0.30759100
109563	1.00000000 0.26318100 0.00000300 0.02179800 0.49839800 0.21662100
109564	1.00000000 0.30600800 0.00045000 0.07704800 0.23043900 0.38605500
109565	1.00000000 0.33415100 0.00000500 0.01433000 0.48363100 0.16788300
109566	1.00000000 0.29732200 0.00002500 0.03495100 0.41356600 0.25413700
109567	1.00000000 0.36226200 0.00000400 0.17420100 0.26746400 0.19606900
